"emp_no","birth_date","first_name","last_name","gender","hire_date"
96049,"1963-12-10","Kien","Hanratty","F","1986-01-16"
96410,"1963-11-18","Shuho","Brobst","F","1986-01-05"
96828,"1964-05-02","Duri","Sessa","M","1986-01-03"
97102,"1963-08-23","Angel","Takanami","F","1986-01-12"
96929,"1961-10-20","Vidar","Pollacia","M","1986-01-04"
97121,"1957-08-28","Kristina","Lindqvist","F","1986-01-05"
97135,"1953-03-08","Mechthild","Underwood","F","1986-01-18"
97312,"1961-01-07","Junsik","Emden","F","1986-01-21"
97607,"1954-09-05","Jinya","Birsak","F","1986-01-24"
98028,"1952-02-06","Rafols","Shackel","M","1986-01-20"
97466,"1954-07-31","Valdiodio","Marwedel","M","1986-01-07"
98230,"1964-12-18","Renee","Castellani","M","1986-01-06"
98241,"1952-05-26","Felicidad","Kroha","F","1986-01-25"
98661,"1964-02-07","Nahid","Bernardeschi","M","1986-01-06"
98151,"1953-11-17","Janche","Skogmar","F","1986-01-10"
98390,"1956-12-24","Richara","Porotnikoff","F","1986-01-29"
98429,"1957-05-05","Heping","Olivero","M","1986-01-07"
98968,"1959-09-20","Pohua","Demizu","F","1986-01-22"
98973,"1955-07-11","Aemilian","Quittner","F","1986-01-05"
99197,"1960-02-10","Becky","Terlouw","M","1986-01-03"
99043,"1964-12-04","Ebbe","Pagter","M","1986-01-03"
99074,"1957-07-23","Christophe","Munos","F","1986-01-31"
99079,"1957-04-03","Foong","Snyers","M","1986-01-11"
99205,"1956-05-04","Zijian","Chelton","F","1986-01-25"
99249,"1960-05-22","Eran","Niizuma","M","1986-01-18"
99270,"1961-01-28","Shan","Rosenbaum","M","1986-01-30"
99423,"1958-06-07","Sandeepan","Engelmann","F","1986-01-09"
99514,"1957-12-05","Chiranjit","Ecklund","M","1986-01-04"
99918,"1963-05-25","Tristan","Raoux","F","1986-01-02"
99564,"1953-11-16","Vitali","Azevdeo","M","1986-01-30"
99611,"1953-04-06","Breannda","Stasinski","F","1986-01-11"
99617,"1957-01-02","Yurii","Waterhouse","F","1986-01-17"
100109,"1961-12-08","Aleksandar","Gargeya","F","1986-01-17"
100004,"1960-04-16","Avishai","Nitsch","M","1986-01-03"
100006,"1956-07-13","Janalee","Himler","F","1986-01-15"
100415,"1958-09-06","Gurbir","Petersohn","F","1986-01-27"
100295,"1954-07-22","Huican","Schmiedel","M","1986-01-23"
100711,"1958-10-28","Kwangyoen","Rosca","M","1986-01-01"
100340,"1957-04-04","Moie","Yemenis","F","1986-01-16"
100487,"1962-03-11","Tran","Yeung","M","1986-01-11"
100725,"1953-08-03","Zvonko","Maliniak","M","1986-01-05"
100742,"1964-11-29","Apostol","Lieberherr","M","1986-01-25"
101133,"1953-09-16","Val","Heuter","M","1986-01-12"
100812,"1963-07-19","Saniya","Lanphier","F","1986-01-01"
100846,"1955-08-30","Mark","Kalloufi","F","1986-01-30"
100880,"1955-12-11","Chikara","Thibadeau","M","1986-01-11"
101598,"1962-05-24","Dung","Weedon","M","1986-01-29"
101240,"1954-04-13","Oldrich","Perin","M","1986-01-18"
101242,"1961-04-10","Sanjoy","Undy","M","1986-01-25"
101269,"1960-07-03","Subir","Suessmith","F","1986-01-05"
101421,"1964-09-24","Fay","Marciano","M","1986-01-24"
101646,"1958-02-09","Mandell","Feldhoffer","M","1986-01-18"
101905,"1961-09-05","Ortrun","Heuter","F","1986-01-03"
102211,"1963-02-18","Bangqing","Kitsuregawa","M","1986-01-12"
101811,"1957-06-12","Chaoyi","Lenart","M","1986-01-31"
102465,"1953-05-17","IEEE","Chiola","M","1986-01-28"
103629,"1964-06-02","Deborah","Rabehasaina","M","1986-01-30"
102600,"1959-11-16","Hsiangchu","Oppitz","M","1986-01-15"
103410,"1963-01-30","Uwe","Swick","M","1986-01-02"
103861,"1963-04-11","Prodip","Hiltgen","F","1986-01-04"
103944,"1963-04-12","Domenick","Dehkordi","M","1986-01-01"
104203,"1954-10-26","Shigenori","Gyorkos","F","1986-01-12"
104083,"1963-12-25","Basil","Matteis","F","1986-01-01"
104409,"1959-04-29","Gretta","Czap","M","1986-01-11"
104467,"1953-04-26","Anoosh","Panwar","M","1986-01-04"
104696,"1953-10-23","Lansing","Aseltine","F","1986-01-28"
104503,"1955-05-18","Poornachandra","Kalefeld","M","1986-01-15"
104764,"1961-02-17","Juichirou","Munke","M","1986-01-01"
104602,"1957-10-21","Tiina","Morrow","M","1986-01-12"
104610,"1953-02-06","Fusako","Peak","M","1986-01-10"
104630,"1960-04-12","Sanjiv","Lagarias","M","1986-01-26"
105111,"1964-04-04","Nigel","Birch","M","1986-01-14"
104788,"1956-09-02","Mabo","Serov","M","1986-01-05"
105131,"1952-02-05","Sandeepan","Sidou","M","1986-01-19"
105164,"1961-11-01","Khalil","Peltason","F","1986-01-17"
105569,"1959-09-03","Byong","Murillo","M","1986-01-28"
105578,"1963-02-22","Sanjai","Heiserman","M","1986-01-13"
105581,"1955-04-10","Rasikan","Hanabata","M","1986-01-30"
105838,"1964-06-27","Sudharsan","Glinert","M","1986-01-29"
105533,"1952-12-18","Zijian","Falby","M","1986-01-11"
105544,"1954-02-12","Feiyu","Mitsuhashi","M","1986-01-17"
105917,"1964-08-31","Zhigen","England","F","1986-01-04"
105921,"1955-04-11","Willard","Gubsky","M","1986-01-31"
105925,"1961-09-21","Insup","Szilard","M","1986-01-24"
105775,"1952-09-06","Abdelaziz","Fontan","F","1986-01-05"
105938,"1957-01-16","Udo","Hambrick","M","1986-01-29"
105796,"1961-09-25","Weiyi","Parveen","M","1986-01-18"
106143,"1955-09-18","Kristina","Pashtan","M","1986-01-12"
106341,"1964-04-15","Cedric","Streng","F","1986-01-30"
105974,"1961-03-11","Nectarios","Marchegay","M","1986-01-26"
105998,"1955-08-09","Herb","Sanella","F","1986-01-15"
106016,"1955-04-28","Mahmut","McClurg","F","1986-01-27"
106382,"1960-07-23","Jeanne","Speek","F","1986-01-19"
106771,"1958-04-12","Radhakrishnan","Yurov","M","1986-01-20"
106467,"1958-12-21","Stamatina","Barriga","M","1986-01-07"
107054,"1961-07-16","Adel","Tischendorf","M","1986-01-08"
106706,"1964-09-05","Zongyan","Piazza","M","1986-01-25"
106721,"1952-09-16","Shigehiro","Furedi","F","1986-01-09"
107066,"1961-07-23","Arfst","Bazelow","M","1986-01-12"
107783,"1958-01-11","Aris","Thebaut","M","1986-01-19"
106935,"1954-06-22","Kazuhiko","Farrow","F","1986-01-17"
107383,"1954-08-26","Heon","Pargas","M","1986-01-25"
107792,"1965-01-13","Shahab","Crooks","M","1986-01-29"
108035,"1962-12-13","Muneo","Broomell","M","1986-01-26"
107862,"1960-03-23","Siamak","Speckmann","M","1986-01-05"
107880,"1958-11-04","Ronnie","Gecsel","M","1986-01-08"
108318,"1961-07-13","Poorav","Papastamatiou","M","1986-01-01"
108133,"1962-05-25","Masami","Stentiford","M","1986-01-07"
108146,"1960-11-28","Lakshmi","Rahier","M","1986-01-23"
108430,"1960-08-23","Sumant","Vernadat","M","1986-01-18"
108185,"1958-10-09","Uri","Schaar","F","1986-01-26"
108739,"1959-07-29","Gad","Pesch","M","1986-01-03"
109013,"1957-08-22","Baziley","Qiwen","F","1986-01-22"
108912,"1960-01-23","Ute","Schurmann","F","1986-01-12"
109288,"1958-02-13","Shigehito","Peng","M","1986-01-11"
109469,"1964-07-09","Georg","Felder","M","1986-01-02"
109536,"1958-04-26","Phuoc","Escriba","M","1986-01-17"
109545,"1957-12-08","Sanjit","Lorho","F","1986-01-07"
109885,"1955-04-16","Mooi","Sessa","F","1986-01-05"
109385,"1957-05-21","Valery","Bernini","F","1986-01-05"
109397,"1960-12-08","Mori","Hoogerwoord","F","1986-01-18"
109898,"1955-10-02","Armond","Cardazo","M","1986-01-27"
200346,"1962-03-21","Shigenori","Linnainmaa","M","1986-01-11"
200532,"1959-03-31","Niranjan","Crabtree","M","1986-01-07"
200455,"1953-07-09","Aksel","Businaro","F","1986-01-24"
200603,"1959-08-22","Shuho","Koblitz","M","1986-01-02"
200640,"1959-05-08","Shahar","Waterhouse","F","1986-01-01"
200842,"1954-06-11","Nishit","Manders","F","1986-01-06"
201081,"1963-11-06","Suzette","Schlegelmilch","M","1986-01-22"
201116,"1962-12-09","Kazuhisa","Nations","M","1986-01-18"
201421,"1960-09-09","Supot","Gomatam","M","1986-01-23"
202010,"1963-06-29","Breannda","Gyimothy","F","1986-01-12"
202218,"1959-03-24","Kristian","Bergere","M","1986-01-01"
202219,"1958-04-11","Mara","Curless","M","1986-01-09"
202299,"1958-01-08","Constantino","Demizu","M","1986-01-10"
202437,"1954-04-10","Barna","Schaar","M","1986-01-10"
202473,"1953-01-20","Sigeru","Perry","M","1986-01-28"
202508,"1953-02-04","Remco","Cangellaris","F","1986-01-29"
202950,"1965-01-17","Giordano","Pietrzykowski","F","1986-01-30"
203008,"1957-07-15","Uriel","Rosti","M","1986-01-22"
203328,"1958-03-25","Hairong","Poujol","M","1986-01-11"
203532,"1961-06-06","Rosalyn","Schusler","M","1986-01-09"
203534,"1959-06-30","Claudi","Camurati","F","1986-01-12"
203761,"1963-04-15","Uinam","Eppinger","M","1986-01-26"
203811,"1964-12-20","Xiong","Beutelspacher","F","1986-01-18"
203966,"1962-08-14","Stella","Paciorek","M","1986-01-31"
204004,"1959-10-26","Adamantios","Ullian","M","1986-01-02"
204076,"1960-02-18","Yonghong","Fontan","M","1986-01-23"
204269,"1960-10-22","Chrisa","Ghazalie","F","1986-01-26"
204358,"1956-05-21","Youngkon","Matzel","F","1986-01-27"
204677,"1964-11-22","Tetsushi","Muhling","M","1986-01-06"
204688,"1961-09-27","Boguslaw","Xiaoshan","F","1986-01-28"
204916,"1959-03-29","Shuji","Seiwald","M","1986-01-12"
204943,"1955-08-06","Jiakeng","Hartvigsen","M","1986-01-28"
205121,"1957-01-04","Hinrich","Lindenbaum","M","1986-01-28"
205286,"1963-05-14","Mizuhito","Rodham","M","1986-01-08"
201198,"1956-05-12","Berna","Azulay","F","1986-01-20"
201207,"1962-07-23","Arie","Cronan","F","1986-01-26"
205471,"1954-08-27","Bernd","Vasanthakumar","M","1986-01-18"
205553,"1952-07-05","LiMin","Jeansoulin","M","1986-01-27"
205722,"1953-02-04","Guenter","Staelin","F","1986-01-13"
205764,"1960-09-23","Tooru","Bierbaum","M","1986-01-30"
205777,"1959-06-10","Aral","Ghandeharizadeh","M","1986-01-13"
205796,"1954-05-27","Arne","DuCasse","M","1986-01-31"
205619,"1953-07-19","Souichi","Provine","M","1986-01-11"
205960,"1956-03-07","Mohit","Benveniste","F","1986-01-06"
205657,"1964-10-01","Gretta","Pepe","M","1986-01-05"
205998,"1957-01-05","Hidekazu","Hofmeyr","M","1986-01-31"
205969,"1958-02-11","Basant","Gurbaxani","F","1986-01-09"
206292,"1958-05-30","Larisa","Hegner","F","1986-01-30"
206359,"1961-07-07","Valter","Blokdijk","M","1986-01-18"
206399,"1954-02-15","Macha","Hasham","F","1986-01-23"
206411,"1953-08-02","Shigeichiro","Vidal","F","1986-01-31"
206424,"1963-07-21","Sanjit","Genther","M","1986-01-02"
206461,"1964-04-11","Xiaopeng","Solovay","M","1986-01-17"
206546,"1963-03-17","Kwan","Speer","M","1986-01-09"
206552,"1961-05-24","Deniz","Garnier","M","1986-01-27"
206581,"1962-08-09","Mariangiola","Ratzlaff","M","1986-01-08"
206706,"1952-05-28","Abdelaziz","Klyachko","F","1986-01-20"
206765,"1952-11-23","Alselm","Zobel","F","1986-01-18"
206791,"1964-07-08","Shigehito","Benveniste","F","1986-01-09"
207394,"1959-10-15","Uinam","Kroll","M","1986-01-24"
206865,"1965-01-28","Vasilii","Cochrane","M","1986-01-23"
207410,"1956-05-09","Hironoby","Pulkowski","F","1986-01-11"
207614,"1952-05-06","Nadjib","Ozeri","M","1986-01-21"
207485,"1956-05-23","Muzhong","Fortenbacher","M","1986-01-20"
207569,"1958-12-30","Vitali","Kadhim","M","1986-01-05"
207717,"1958-02-02","Kankanahalli","Madeira","M","1986-01-29"
208158,"1957-03-24","Armond","Orsini","F","1986-01-12"
207742,"1962-10-25","Leandro","Bresenham","F","1986-01-20"
207817,"1961-04-24","Goetz","Lanphier","M","1986-01-23"
207854,"1953-02-02","Kazuhito","Assaf","F","1986-01-06"
208048,"1964-09-07","Chaosheng","Maierhofer","M","1986-01-13"
208433,"1952-02-13","Jaewon","Serre","F","1986-01-19"
208285,"1964-06-06","Anwar","Nitsch","M","1986-01-22"
208439,"1956-04-24","Emdad","Rahier","F","1986-01-04"
208508,"1962-01-03","Olivera","Bolsens","M","1986-01-08"
208368,"1956-05-05","Chinho","Majewski","M","1986-01-15"
208783,"1960-03-12","Debaprosad","Pashtan","M","1986-01-16"
208663,"1957-07-02","Christoper","Heystek","M","1986-01-03"
208975,"1954-01-12","Giordano","Honglei","M","1986-01-11"
208807,"1952-07-05","Zita","Shobatake","F","1986-01-01"
208823,"1957-12-10","Vugranam","Hainaut","M","1986-01-25"
209171,"1964-05-26","Dung","Markovitch","M","1986-01-29"
209665,"1959-12-19","Takanari","Stentiford","M","1986-01-03"
209312,"1954-10-14","Junichi","Colorni","M","1986-01-05"
209318,"1963-07-31","Tadahiko","Perez","F","1986-01-14"
209531,"1956-01-09","Naftali","Itschner","F","1986-01-02"
209564,"1960-01-07","Teunis","Lorch","M","1986-01-23"
209594,"1956-05-06","Geoffry","Feinberg","M","1986-01-08"
209680,"1960-03-23","Sudharsan","Mersereau","M","1986-01-10"
209712,"1965-01-17","Nimmagadda","Baak","F","1986-01-14"
209919,"1957-04-07","Guther","Binkley","M","1986-01-09"
209945,"1965-01-27","Roded","Veevers","M","1986-01-26"
209994,"1957-09-17","Weiyi","Ramaiah","F","1986-01-27"
210266,"1960-07-12","Gill","Demri","M","1986-01-28"
210014,"1957-01-23","Jamaludin","Scharstein","M","1986-01-05"
210135,"1954-07-05","Karsten","Poulakidas","M","1986-01-07"
210845,"1959-10-22","Taiji","Rajala","F","1986-01-03"
210319,"1953-12-08","Mechthild","Roohalamini","M","1986-01-24"
210331,"1963-11-23","Shin","Swift","F","1986-01-25"
210570,"1963-03-20","Oldrich","Mapelli","F","1986-01-23"
210590,"1955-10-05","Uli","Plavsic","M","1986-01-25"
210612,"1960-07-17","Bernice","Puoti","M","1986-01-22"
210944,"1960-09-16","Hercules","Schueller","M","1986-01-21"
211055,"1964-01-11","Khue","Benantar","M","1986-01-18"
211060,"1954-02-25","Christoper","Liedekerke","M","1986-01-16"
211104,"1963-12-23","Heeju","Simmen","M","1986-01-02"
211214,"1955-02-18","Heeju","Syang","F","1986-01-23"
211236,"1961-05-06","Arvind","Leijenhorst","M","1986-01-23"
211254,"1959-07-02","Krisda","Eugenio","M","1986-01-10"
211580,"1963-05-27","Dietrich","Akazan","M","1986-01-17"
211416,"1964-11-29","King","Candan","F","1986-01-21"
211618,"1953-01-24","Tetsurou","Rabehasaina","F","1986-01-03"
211695,"1961-02-10","Sachar","Molberg","M","1986-01-26"
211978,"1954-01-26","Ottavia","Ritcey","F","1986-01-16"
211844,"1952-02-20","Naftali","Heyers","M","1986-01-15"
211849,"1953-05-29","Jaideep","Giarratana","F","1986-01-20"
212162,"1956-05-05","Kiyokazu","Aingworth","M","1986-01-28"
212165,"1961-04-11","Masami","Kaiserswerth","F","1986-01-23"
212182,"1959-02-22","Zsolt","Yetim","M","1986-01-21"
212194,"1964-07-03","Kiyotoshi","Rosca","M","1986-01-10"
212198,"1956-10-13","Surveyors","Hoogerwoord","M","1986-01-19"
212279,"1963-02-14","Yuchang","Emden","F","1986-01-28"
212280,"1956-05-09","Khalid","Akiyama","F","1986-01-31"
212324,"1962-01-02","Harjit","Kalsbeek","M","1986-01-10"
212112,"1954-11-28","Radhakrishnan","Fraisse","M","1986-01-09"
212346,"1954-04-30","Arve","Akaboshi","F","1986-01-31"
212573,"1962-03-14","Kasidit","Solovay","M","1986-01-22"
212584,"1961-09-16","Chiradeep","Penn","M","1986-01-07"
212653,"1953-11-05","Geoffrey","Nyrup","M","1986-01-08"
212459,"1964-11-07","Zorica","Theuretzbacher","M","1986-01-26"
212749,"1956-07-08","Subhada","Rosti","M","1986-01-28"
212786,"1964-11-10","Arlette","Templeman","M","1986-01-13"
212790,"1958-11-18","Yahiko","Schreiter","M","1986-01-16"
212992,"1953-10-22","Xiong","Ferretti","F","1986-01-14"
212856,"1953-06-16","Kayoko","Bach","M","1986-01-07"
212873,"1961-02-16","Fatemeh","Gonthier","M","1986-01-20"
212880,"1954-04-15","Sreekrishna","Hofting","M","1986-01-26"
213339,"1952-11-19","Zhigen","Slobodova","F","1986-01-09"
212909,"1957-04-05","Lillian","Schwabacher","M","1986-01-16"
213390,"1962-02-19","Vidya","Stroustrup","M","1986-01-03"
213141,"1962-09-30","Sailaja","Zultner","M","1986-01-23"
213191,"1964-12-11","Heekeun","Backhouse","M","1986-01-15"
213442,"1963-05-23","Vidar","Tibblin","M","1986-01-01"
213666,"1956-12-09","Aluzio","Sundgren","M","1986-01-23"
213495,"1958-05-13","Girolamo","Oehlmann","M","1986-01-29"
213713,"1961-02-13","Shigehiro","Haldar","M","1986-01-09"
213811,"1959-11-30","Kolar","Piveteau","M","1986-01-26"
213568,"1963-12-02","Dinah","Gaughan","M","1986-01-25"
214030,"1960-02-14","Paris","Whitcomb","M","1986-01-12"
214077,"1960-09-29","Luerbio","Marwedel","M","1986-01-09"
214099,"1954-01-18","Holgard","Prenel","F","1986-01-01"
214114,"1961-10-26","Christfried","Herber","M","1986-01-07"
214201,"1960-03-16","Yuguang","Feldhoffer","M","1986-01-24"
214254,"1960-02-05","Heeju","Navazio","F","1986-01-27"
214856,"1955-01-23","Denis","Luga","M","1986-01-19"
214975,"1964-07-31","Hongzue","Melton","M","1986-01-20"
214991,"1959-12-08","Selwyn","Unno","M","1986-01-27"
215007,"1953-03-12","Georgy","Radwan","M","1986-01-20"
215008,"1953-09-10","Mechthild","Alpin","M","1986-01-26"
215111,"1954-02-06","Sajjad","Dahlbom","M","1986-01-04"
215118,"1958-02-06","Anneli","Furedi","F","1986-01-16"
215172,"1952-06-04","Sukumar","Vigier","M","1986-01-09"
215212,"1952-11-06","Sigeru","Birnbaum","F","1986-01-17"
215032,"1957-06-10","Limsoon","Chaudhuri","M","1986-01-04"
215066,"1959-03-16","Becky","Henders","F","1986-01-21"
215514,"1963-07-09","Kien","Sidhu","F","1986-01-02"
215338,"1954-10-21","Hidde","Rodier","F","1986-01-09"
215518,"1964-11-10","Chandrasekaran","Luiz","M","1986-01-14"
215523,"1953-08-02","Feixiong","Emmerich","M","1986-01-08"
215569,"1959-04-04","Douadi","Setia","F","1986-01-07"
215573,"1957-03-02","Lijie","Azadmanesh","M","1986-01-18"
215712,"1958-10-22","Valery","Kohling","M","1986-01-29"
216457,"1962-12-22","Valdiodio","Maraist","M","1986-01-20"
215836,"1963-12-15","Zhilian","Vuskovic","F","1986-01-24"
215849,"1959-04-20","Przemyslawa","Bugrara","F","1986-01-18"
216326,"1955-05-15","Pantung","Zizka","M","1986-01-14"
216373,"1961-03-13","Kannan","Lamma","M","1986-01-10"
216476,"1956-07-26","Arvind","Bojadziev","M","1986-01-17"
216487,"1957-11-27","Shridhar","Raczkowsky","F","1986-01-19"
217029,"1958-01-25","Tadanori","Rahier","M","1986-01-30"
216623,"1959-12-14","Moon","Schlegelmilch","M","1986-01-30"
216670,"1953-05-15","Sreenivas","Paludetto","F","1986-01-04"
217108,"1961-03-03","Vidar","Schaad","M","1986-01-16"
217164,"1958-10-24","Rosalie","McFarlan","M","1986-01-02"
217201,"1952-03-26","Serif","Papadias","M","1986-01-27"
217556,"1956-05-09","Vishwani","Osgood","M","1986-01-27"
217360,"1961-06-08","Youjian","Himler","M","1986-01-31"
217603,"1957-09-23","Chinho","Hedayat","M","1986-01-04"
217629,"1960-08-01","Bilhanan","Beeson","M","1986-01-04"
217803,"1958-10-06","Tonny","Munch","F","1986-01-19"
218018,"1959-05-14","Eckart","Chandrasekhar","M","1986-01-21"
218198,"1959-08-06","Yinghua","Ibel","F","1986-01-06"
218201,"1954-11-28","Harjit","Ashish","F","1986-01-10"
218253,"1960-12-24","Mountaz","Parfitt","M","1986-01-08"
218675,"1952-06-25","Yoshimitsu","Taubenfeld","F","1986-01-09"
218685,"1952-05-13","Sarita","Yavatkar","F","1986-01-30"
218698,"1956-03-24","Dinah","Chaudhury","M","1986-01-28"
218702,"1960-07-01","Radhakrishnan","Lally","M","1986-01-18"
218978,"1953-06-25","Babette","Danlos","F","1986-01-22"
219045,"1955-07-09","Lokesh","Molenkamp","M","1986-01-13"
219203,"1957-11-10","Unal","Cooley","F","1986-01-01"
218874,"1963-12-05","Jordanka","Cappello","F","1986-01-06"
218919,"1955-01-30","Abdulah","Shackel","M","1986-01-10"
219245,"1960-01-13","Eben","Hambrick","M","1986-01-10"
218947,"1961-10-04","Claude","Pews","M","1986-01-28"
219252,"1961-02-24","Urs","Molberg","M","1986-01-04"
219285,"1962-10-23","Nectarios","Iwayama","M","1986-01-21"
219546,"1959-07-14","Weidon","Rouquie","M","1986-01-16"
219411,"1954-11-12","Randi","Jiang","F","1986-01-07"
219621,"1954-12-05","Constantino","Brookman","M","1986-01-01"
219814,"1960-05-17","Takahiro","Prenel","M","1986-01-07"
219853,"1957-06-04","Shahid","Baaz","M","1986-01-01"
220089,"1953-08-31","Kiyomitsu","Woycyznski","M","1986-01-03"
219769,"1963-08-07","Georg","Munoz","M","1986-01-03"
220112,"1955-02-14","Masasuke","Castellani","F","1986-01-22"
220346,"1964-01-06","Valery","Kropp","F","1986-01-10"
220211,"1954-04-29","Hironoby","Reinhart","F","1986-01-17"
220452,"1959-03-08","Maya","Docker","M","1986-01-26"
220475,"1957-07-25","Koichi","Paludetto","F","1986-01-15"
220573,"1959-01-04","Chinhyun","Koshino","F","1986-01-31"
220735,"1960-06-18","Claude","Verhaegen","M","1986-01-18"
220742,"1960-06-08","Rosella","Tagansky","F","1986-01-12"
221075,"1954-05-25","Sajjad","Makrucki","M","1986-01-07"
220862,"1958-09-15","Zhilian","Goodrum","M","1986-01-27"
221123,"1958-11-09","Kazuhito","Simmen","F","1986-01-25"
221153,"1962-07-10","Randy","Sundgren","M","1986-01-30"
221168,"1963-03-30","Shahar","Ligten","F","1986-01-20"
221172,"1955-08-04","DAIDA","Bugaenko","M","1986-01-22"
221076,"1953-04-16","Richard","Prenel","M","1986-01-02"
221196,"1961-11-14","Menkae","Salinas","M","1986-01-19"
221302,"1954-02-14","Tomokazu","Lieblein","F","1986-01-28"
221080,"1955-06-17","Tesuya","Rosaz","M","1986-01-28"
221499,"1963-05-15","Ronghao","Swift","M","1986-01-18"
221339,"1961-05-12","Uri","Shinomoto","F","1986-01-10"
221741,"1963-10-23","Ingemar","Jakobus","M","1986-01-31"
221613,"1952-10-23","Ziyad","Famili","M","1986-01-01"
221898,"1962-04-07","Tesuya","Peek","F","1986-01-05"
222074,"1956-03-02","Wayne","Prampolini","M","1986-01-31"
222325,"1961-07-09","Turgut","Paludetto","M","1986-01-08"
222329,"1956-07-20","Ramalingam","Bharadwaj","F","1986-01-19"
222433,"1954-08-16","Munehiro","Serna","M","1986-01-08"
222452,"1960-11-15","Gaurav","Picco","F","1986-01-04"
222496,"1953-08-05","Shao","Etalle","F","1986-01-30"
222563,"1959-12-15","Radhakrishnan","Angelov","F","1986-01-27"
222587,"1953-10-06","Kiyokazu","Chiola","F","1986-01-04"
222624,"1954-10-30","Kenton","Birdsall","F","1986-01-12"
222735,"1955-01-17","Tesuro","Tagansky","M","1986-01-30"
222873,"1956-08-24","Uinam","Falby","M","1986-01-08"
223067,"1956-08-27","Kristof","Yoshimura","M","1986-01-18"
223077,"1956-06-07","Itzchak","Birrer","M","1986-01-19"
223106,"1957-10-22","Hironoby","Gniady","M","1986-01-13"
221751,"1964-06-11","Piyawadee","Acton","M","1986-01-13"
221774,"1961-03-09","Alper","Improta","F","1986-01-09"
223975,"1955-08-17","Yongmin","Kusakabe","M","1986-01-26"
224064,"1960-03-28","Tesuya","Piancastelli","M","1986-01-22"
223841,"1959-03-04","Bojan","Trumbly","M","1986-01-18"
223913,"1964-08-04","Vincent","Masand","M","1986-01-08"
224154,"1961-06-18","Pantung","Crabtree","M","1986-01-30"
224360,"1963-01-10","Ziva","Fiutem","M","1986-01-28"
224618,"1959-10-13","Jiakeng","Edelhoff","M","1986-01-19"
224288,"1954-02-04","Kazunori","Meriste","F","1986-01-01"
224326,"1958-09-06","Carrsten","Ghazalie","M","1986-01-12"
224511,"1955-05-11","Elzbieta","Einsfeld","M","1986-01-10"
224714,"1956-05-15","Mario","Orlowska","F","1986-01-01"
224871,"1953-09-26","Fumitaka","Conry","F","1986-01-21"
224900,"1957-09-30","Mohua","Lichtner","F","1986-01-20"
224944,"1958-09-20","Marek","Narlikar","M","1986-01-04"
225153,"1961-05-23","Yaghout","Kaltofen","F","1986-01-14"
224855,"1959-06-16","Luise","Sanella","M","1986-01-26"
225198,"1955-08-20","Zhongwei","Plavsic","M","1986-01-25"
225277,"1952-05-30","Hercules","Harbusch","M","1986-01-01"
225123,"1952-08-19","Makato","Gide","F","1986-01-14"
225583,"1958-08-15","Hailing","Katalagarianos","F","1986-01-22"
225683,"1963-10-02","Phillip","Castellani","M","1986-01-03"
225701,"1954-12-07","Lunjin","Prenel","F","1986-01-17"
225747,"1953-05-25","Tadahiko","Tiemann","M","1986-01-16"
226205,"1964-02-20","Sedat","Rosay","M","1986-01-06"
225923,"1962-08-17","Taiji","Masada","M","1986-01-03"
226146,"1952-05-19","Shichao","Syrzycki","M","1986-01-10"
226220,"1958-07-14","Faiza","Mateescu","M","1986-01-21"
226239,"1963-01-22","Mayuri","Zastre","M","1986-01-31"
226270,"1955-03-17","Uwe","Honiden","M","1986-01-22"
226275,"1954-09-11","Alain","Katiyar","F","1986-01-18"
226638,"1964-11-19","Rosalie","Ibel","F","1986-01-26"
226347,"1957-09-16","Yucel","Rosch","M","1986-01-05"
227034,"1957-01-10","Cedric","Baja","M","1986-01-20"
226755,"1960-06-09","Hitomi","Wendorf","M","1986-01-19"
226857,"1957-11-02","Neelam","Calkin","M","1986-01-04"
227308,"1960-10-13","Kazuhira","Kenevan","M","1986-01-15"
227176,"1964-10-31","Ebru","Demeyer","F","1986-01-11"
227238,"1964-01-14","Shuji","Nicolson","M","1986-01-27"
227398,"1957-08-28","Aral","Strooper","F","1986-01-25"
227817,"1961-12-29","Halsur","Cusworth","M","1986-01-27"
227435,"1956-03-26","Uri","Senzako","F","1986-01-17"
227489,"1960-11-13","Suebskul","Deverell","M","1986-01-12"
227682,"1959-11-27","Kauko","Frezza","F","1986-01-26"
227855,"1964-11-21","Rimli","Lukaszewicz","M","1986-01-11"
227730,"1956-08-20","Shalesh","Attimonelli","F","1986-01-25"
227919,"1960-01-30","Shigenori","Zwicker","M","1986-01-20"
228424,"1958-01-28","Mori","Melichar","F","1986-01-15"
227969,"1952-09-28","Falguni","Mandell","M","1986-01-02"
228249,"1961-06-28","Toshiko","Erbe","M","1986-01-10"
228755,"1955-04-30","Kazuhira","Angot","M","1986-01-10"
228331,"1954-07-05","Wilmer","Poehlman","F","1986-01-14"
228939,"1960-06-06","Magdalena","Lamma","F","1986-01-23"
228955,"1963-12-16","Jianhui","Cincotta","F","1986-01-05"
228970,"1964-03-07","Fumiyo","Czap","M","1986-01-14"
228987,"1956-12-13","Breannda","Lemarechal","M","1986-01-29"
229184,"1963-09-02","Goo","Shimshoni","F","1986-01-27"
229225,"1954-02-16","Clyde","McClure","F","1986-01-21"
229512,"1959-07-28","Jaber","Mullainathan","F","1986-01-21"
229581,"1964-04-30","Greger","Massonet","M","1986-01-22"
229312,"1958-03-05","Yechezkel","Huhdanpaa","M","1986-01-03"
